Day Index,Quantity,Clicks,Impressions,Imputed_Quantity,log_quantity,log_clicks,log_impressions,Month,Year,Month_Name,Day_Of_Week,Week_Of_Month,Day_Of_Week_Numeric,Month_Numeric,Weekday_1,Month_1,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,January,February,March,April,May,June,July,August,September,October,November,December
2022-05-11,15.0,221,1382,15.0,2.772588722239781,5.402677381872279,7.232010331664759,5,2022,May,Wednesday,2,2,5,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2022-05-12,14.0,238,1214,14.0,2.70805020110221,5.476463551931511,7.102499355774649,5,2022,May,Thursday,2,3,5,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2022-05-13,11.0,177,1816,11.0,2.4849066497880004,5.181783550292085,7.504942068396171,5,2022,May,Friday,2,4,5,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2022-05-14,19.0,260,1771,19.0,2.995732273553991,5.564520407322694,7.4798641311650265,5,2022,May,Saturday,2,5,5,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2022-05-15,12.0,129,1584,12.0,2.5649493574615367,4.867534450455582,7.368339686311381,5,2022,May,Sunday,3,6,5,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2022-05-16,12.0,156,1459,12.0,2.5649493574615367,5.056245805348308,7.286191714702382,5,2022,May,Monday,3,0,5,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2022-05-17,11.0,109,1232,11.0,2.4849066497880004,4.700480365792417,7.117205503164344,5,2022,May,Tuesday,3,1,5,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2022-05-18,11.0,107,1578,11.0,2.4849066497880004,4.68213122712422,7.364547014255642,5,2022,May,Wednesday,3,2,5,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2022-05-19,20.0,114,1266,20.0,3.044522437723423,4.74493212836325,7.144407180321139,5,2022,May,Thursday,3,3,5,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2022-05-20,13.0,113,1629,13.0,2.6390573296152584,4.736198448394496,7.396335293800808,5,2022,May,Friday,3,4,5,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2022-05-21,10.0,113,1279,10.0,2.3978952727983707,4.736198448394496,7.154615356913663,5,2022,May,Saturday,3,5,5,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2022-05-22,20.0,117,1315,20.0,3.044522437723423,4.770684624465665,7.182352111885263,5,2022,May,Sunday,4,6,5,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2022-05-23,14.0,124,1813,14.0,2.70805020110221,4.8283137373023015,7.503289630675082,5,2022,May,Monday,4,0,5,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2022-05-24,19.0,139,1369,19.0,2.995732273553991,4.941642422609304,7.222566018822171,5,2022,May,Tuesday,4,1,5,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2022-05-25,10.0,121,1182,10.0,2.3978952727983707,4.804021044733257,7.075808863978387,5,2022,May,Wednesday,4,2,5,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2022-05-26,20.0,124,969,20.0,3.044522437723423,4.8283137373023015,6.877296071497429,5,2022,May,Thursday,4,3,5,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2022-05-27,13.0,109,1007,13.0,2.6390573296152584,4.700480365792417,6.915723448631314,5,2022,May,Friday,4,4,5,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2022-05-28,14.0,113,1336,14.0,2.70805020110221,4.736198448394496,7.198183577101943,5,2022,May,Saturday,4,5,5,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2022-05-29,19.0,120,1455,19.0,2.995732273553991,4.795790545596741,7.283448228756631,5,2022,May,Sunday,5,6,5,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2022-05-30,16.0,111,1653,16.0,2.833213344056216,4.718498871295094,7.4109518755836366,5,2022,May,Monday,5,0,5,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2022-05-31,14.0,84,1791,14.0,2.70805020110221,4.442651256490317,7.491087593534876,5,2022,May,Tuesday,5,1,5,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2022-06-01,18.0,128,2083,18.0,2.9444389791664403,4.859812404361672,7.642044402873258,6,2022,June,Wednesday,1,2,6,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2022-06-02,15.0,121,1988,15.0,2.772588722239781,4.804021044733257,7.5953872788539725,6,2022,June,Thursday,1,3,6,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2022-06-03,15.0,110,1586,15.0,2.772588722239781,4.709530201312334,7.369600720526409,6,2022,June,Friday,1,4,6,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2022-06-04,19.0,115,1382,19.0,2.995732273553991,4.7535901911063645,7.232010331664759,6,2022,June,Saturday,1,5,6,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2022-06-05,20.0,127,1294,20.0,3.044522437723423,4.852030263919617,7.166265974133638,6,2022,June,Sunday,1,6,6,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2022-06-06,11.0,124,1418,11.0,2.4849066497880004,4.8283137373023015,7.257707677160043,6,2022,June,Monday,1,0,6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2022-06-07,15.0,118,1592,15.0,2.772588722239781,4.77912349311153,7.373374309910049,6,2022,June,Tuesday,1,1,6,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2022-06-08,13.0,120,1924,13.0,2.6390573296152584,4.795790545596741,7.562681246721884,6,2022,June,Wednesday,2,2,6,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2022-06-09,11.0,112,1910,11.0,2.4849066497880004,4.727387818712341,7.555381944240273,6,2022,June,Thursday,2,3,6,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2022-06-10,19.0,114,1850,19.0,2.995732273553991,4.74493212836325,7.523481312573497,6,2022,June,Friday,2,4,6,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2022-06-11,20.0,115,2166,20.0,3.044522437723423,4.7535901911063645,7.681099001536359,6,2022,June,Saturday,2,5,6,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2022-06-12,14.0,112,1680,14.0,2.70805020110221,4.727387818712341,7.427144133408616,6,2022,June,Sunday,2,6,6,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2022-06-13,22.0,117,1934,22.0,3.1354942159291497,4.770684624465665,7.5678626054638825,6,2022,June,Monday,2,0,6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2022-06-14,16.0,130,2094,16.0,2.833213344056216,4.875197323201151,7.647308832356238,6,2022,June,Tuesday,2,1,6,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2022-06-15,9.0,127,2039,9.0,2.302585092994046,4.852030263919617,7.620705086838262,6,2022,June,Wednesday,3,2,6,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2022-06-16,20.0,136,2118,20.0,3.044522437723423,4.919980925828125,7.6586995582682995,6,2022,June,Thursday,3,3,6,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2022-06-17,15.0,118,2191,15.0,2.772588722239781,4.77912349311153,7.692569648067906,6,2022,June,Friday,3,4,6,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2022-06-18,16.0,128,1628,16.0,2.833213344056216,4.859812404361672,7.395721608602045,6,2022,June,Saturday,3,5,6,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2022-06-19,10.0,132,2196,10.0,2.3978952727983707,4.890349128221754,7.69484807238461,6,2022,June,Sunday,3,6,6,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2022-06-20,15.0,125,1887,15.0,2.772588722239781,4.836281906951478,7.543273346705446,6,2022,June,Monday,3,0,6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2022-06-21,7.0,129,1538,7.0,2.0794415416798357,4.867534450455582,7.338888133838879,6,2022,June,Tuesday,3,1,6,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2022-06-22,17.0,119,1170,17.0,2.8903717578961645,4.787491742782046,7.065613363597717,6,2022,June,Wednesday,4,2,6,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2022-06-23,13.0,135,1374,13.0,2.6390573296152584,4.912654885736052,7.226209010100671,6,2022,June,Thursday,4,3,6,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2022-06-24,15.0,118,1147,15.0,2.772588722239781,4.77912349311153,7.045776576879511,6,2022,June,Friday,4,4,6,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2022-06-25,16.0,120,865,16.0,2.833213344056216,4.795790545596741,6.763884908562435,6,2022,June,Saturday,4,5,6,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2022-06-26,13.0,114,1218,13.0,2.6390573296152584,4.74493212836325,7.105786129481271,6,2022,June,Sunday,4,6,6,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2022-06-27,16.0,106,1311,16.0,2.833213344056216,4.672828834461906,7.179307969504034,6,2022,June,Monday,4,0,6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2022-06-28,13.0,109,885,13.0,2.6390573296152584,4.700480365792417,6.786716950605081,6,2022,June,Tuesday,4,1,6,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2022-06-29,16.0,60,1000,16.0,2.833213344056216,4.110873864173311,6.90875477931522,6,2022,June,Wednesday,5,2,6,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2022-06-30,8.0,65,875,8.0,2.1972245773362196,4.189654742026425,6.775366090936392,6,2022,June,Thursday,5,3,6,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
